575,325,706,328,706,348,575,345
241,84,365,87,365,106,241,103
206,383,363,389,363,407,205,401
619,367,730,371,730,393,619,389
235,165,337,168,336,186,234,183
342,130,420,129,420,148,342,148
158,299,263,301,263,321,158,320
86,163,188,165,188,185,86,182
186,105,307,109,307,128,186,124
171,411,292,413,292,432,171,431
424,323,518,325,518,345,424,343
663,448,738,448,737,465,663,465
251,187,338,188,338,207,250,206
83,184,152,186,152,204,83,202
227,208,296,209,296,228,227,226
136,362,244,365,244,385,136,382
563,388,635,390,634,410,562,408
550,283,602,285,602,303,549,302
563,241,618,241,618,259,563,258
312,322,404,323,403,342,312,341
589,344,668,347,667,366,588,362
697,517,757,517,757,539,697,540
387,444,528,447,527,464,386,462
478,239,553,241,553,258,478,257
397,87,489,88,489,107,397,106
302,209,358,210,358,228,302,226
252,364,314,365,314,383,251,382
226,280,271,281,271,297,226,296
80,363,133,364,132,383,79,381
699,113,751,115,750,132,698,131
352,108,475,109,475,129,351,127
82,386,143,385,143,403,82,404
663,305,723,307,722,325,662,323
406,239,470,240,469,257,406,256
561,368,609,370,608,387,560,385
120,228,183,229,182,247,120,246
341,445,383,445,383,461,341,461
82,320,134,322,133,340,81,338
82,278,129,278,129,296,82,296
150,185,202,186,202,204,150,203
81,300,123,299,123,318,81,319
80,203,140,203,140,224,80,224
287,237,344,238,344,254,287,254
289,281,335,280,335,301,289,302
164,341,231,342,231,358,164,358
491,284,546,283,546,301,491,302
507,111,574,111,574,130,507,129
243,341,309,342,309,360,243,359
81,413,138,413,138,432,81,432
79,339,126,340,125,357,79,356
538,343,585,345,585,364,538,363
190,444,229,443,229,461,191,461
553,416,615,417,615,435,552,434
471,305,522,304,522,321,471,322
561,305,616,306,616,324,560,322
362,343,405,344,404,360,362,359
554,445,596,445,596,464,554,464
229,322,299,324,298,341,228,339
310,366,362,365,362,383,310,384
140,321,191,322,190,341,139,340
123,442,181,443,181,465,122,464
603,518,635,516,635,539,603,540
161,277,217,277,217,297,162,297
499,325,546,327,545,345,498,343
191,236,237,235,237,253,191,253
315,343,362,344,362,360,315,359
620,305,658,305,658,324,620,323
653,519,677,518,677,538,653,538
465,417,505,416,505,433,465,434
589,111,635,111,635,130,589,130
524,305,556,306,556,322,523,321
637,110,669,110,668,129,637,129
190,207,222,207,222,225,189,224
506,417,552,417,552,434,506,433
520,389,552,390,551,407,519,406
349,239,384,239,385,255,349,255
86,442,117,442,116,459,85,459
136,204,170,205,169,224,135,224
192,323,228,323,229,340,192,340
472,111,504,111,504,128,472,128
599,447,636,447,636,464,599,465
205,186,240,188,240,204,205,203
462,342,512,343,512,362,462,361
80,226,115,226,115,245,80,244
370,87,400,87,399,104,369,104
149,385,177,385,177,403,149,402
273,444,306,444,306,463,273,463
672,111,696,112,696,129,672,128
193,165,223,166,222,183,192,182
369,366,401,366,401,384,369,384
635,448,664,447,664,463,635,464
746,371,767,372,767,388,746,388
128,278,155,279,155,295,128,295
515,344,537,344,538,361,515,362
245,238,268,237,269,253,246,253
305,109,335,109,335,125,305,125
