169,390,322,396,321,415,168,409
319,106,452,102,452,123,320,126
546,409,660,411,660,431,546,429
61,172,163,170,163,190,61,192
373,80,466,81,466,101,373,100
281,240,362,239,363,258,281,258
206,168,310,168,310,188,205,187
384,444,520,441,520,463,385,467
156,109,273,108,273,127,156,128
129,371,231,372,231,391,129,389
211,189,285,190,285,210,211,209
588,440,726,441,725,462,588,460
205,84,335,83,336,103,205,105
570,340,667,341,667,360,570,359
313,128,394,127,394,146,313,147
581,321,686,320,686,339,582,340
157,307,242,306,243,326,157,327
549,234,637,233,637,253,549,254
548,383,624,384,624,405,548,404
223,346,288,346,288,364,224,365
288,189,357,188,357,207,288,208
237,211,300,210,300,230,237,231
391,323,497,325,496,346,390,344
371,237,448,237,448,256,371,255
67,395,129,394,129,411,67,412
58,194,122,193,122,212,59,213
472,281,531,279,531,298,473,300
533,277,585,277,585,297,533,297
295,326,383,325,383,344,296,345
143,347,215,348,215,366,142,365
217,417,287,417,287,439,217,439
326,446,369,445,370,464,326,464
635,234,704,232,704,250,635,252
202,285,245,286,244,304,202,303
603,362,667,361,667,381,603,382
56,213,115,212,115,234,56,235
94,237,157,236,157,255,95,256
62,288,107,287,107,305,62,305
136,286,196,285,197,304,136,305
453,302,507,301,507,320,454,321
123,193,177,192,178,211,123,211
305,368,373,369,373,388,305,386
67,420,125,418,125,440,68,442
267,284,315,283,315,304,267,305
235,368,302,369,301,389,235,388
649,297,708,298,708,317,649,316
483,101,556,102,556,121,483,121
210,329,277,329,277,345,210,345
62,311,102,309,102,328,63,330
166,242,213,241,213,260,167,260
684,99,735,99,735,117,684,117
699,517,759,517,759,541,699,541
153,419,214,419,213,439,153,438
64,372,115,373,115,391,63,390
442,342,497,341,497,360,443,361
64,331,116,331,116,349,63,349
653,339,714,338,714,355,653,357
545,364,596,366,596,384,545,382
508,302,541,301,542,318,509,319
550,300,594,299,595,318,550,319
449,415,495,414,495,432,450,433
669,360,723,361,723,382,669,381
522,341,572,342,572,360,522,360
308,210,348,211,348,228,307,228
110,448,168,448,168,470,110,469
162,212,197,211,198,231,163,232
570,101,618,102,618,120,570,120
120,330,171,330,171,348,120,348
224,241,271,240,271,259,224,259
170,329,206,328,207,346,170,347
621,100,650,100,650,118,621,118
59,238,90,238,91,255,59,255
174,448,216,446,216,466,175,468
296,345,347,345,347,364,296,364
524,322,606,323,605,343,524,342
257,446,291,446,291,466,256,466
653,519,677,519,677,539,653,539
492,414,542,413,543,431,492,432
64,350,110,350,110,367,64,367
376,368,408,366,409,385,377,387
607,298,646,299,645,318,607,318
70,449,104,449,104,466,70,467
341,83,373,83,374,100,341,101
164,170,193,169,194,186,165,187
496,387,525,386,526,403,497,404
344,346,387,345,387,362,344,363
603,517,633,516,634,538,604,539
542,442,583,442,583,460,542,460
458,238,496,237,497,254,459,255
111,212,145,212,145,233,112,233
739,97,763,98,763,116,739,115
133,394,160,393,161,410,134,411
449,103,481,102,481,120,449,121
177,190,209,189,210,210,178,211
272,107,308,106,308,124,272,125
126,306,179,308,178,328,125,326
516,387,545,387,546,403,516,404
109,287,133,287,133,303,109,303
657,99,677,98,678,116,657,117
200,212,230,212,230,231,200,231
503,237,532,236,532,252,504,253
103,310,127,309,127,326,103,326
495,343,522,342,523,359,496,360
467,322,528,323,528,341,467,340
