1472,923,1813,915,1815,973,1474,981
1105,941,1405,934,1407,990,1106,996
461,1057,771,1050,772,1104,462,1111
1473,408,1801,406,1801,464,1473,466
1034,995,1181,999,1179,1062,1032,1059
717,1124,1119,1128,1118,1219,716,1216
1309,754,1607,745,1608,797,1310,805
641,678,856,675,857,727,641,730
1777,1160,2021,1066,2059,1167,1815,1260
655,965,855,958,857,1010,657,1017
1442,660,1656,656,1657,705,1443,708
1500,839,1743,826,1746,887,1503,899
1022,763,1310,755,1311,806,1023,813
216,263,330,260,332,314,218,318
1054,668,1406,663,1407,713,1055,718
1463,572,1700,570,1700,627,1463,629
652,871,772,873,771,921,651,920
1044,490,1374,488,1374,545,1044,547
1029,845,1316,838,1317,892,1030,898
1433,484,1672,483,1672,538,1433,539
1048,353,1324,347,1325,396,1050,402
1082,581,1417,578,1418,635,1082,638
867,954,1011,956,1010,1007,866,1005
1044,223,1408,226,1408,286,1044,283
854,860,988,857,989,912,855,914
1335,343,1463,347,1462,397,1334,393
642,491,803,494,802,541,641,537
644,582,873,584,873,635,644,633
644,413,839,417,838,467,643,464
646,222,891,226,890,286,645,283
165,1067,317,1065,318,1119,165,1121
1052,412,1240,413,1239,473,1052,472
726,349,850,354,848,400,724,395
1348,842,1490,839,1491,891,1349,894
326,1062,469,1063,468,1126,326,1125
1589,1350,1727,1347,1728,1406,1590,1408
852,414,945,421,941,468,849,462
872,352,1043,350,1044,397,872,398
1780,1352,1872,1352,1873,1403,1780,1404
1369,1351,1446,1350,1447,1406,1369,1407
638,350,710,353,708,398,635,394
782,868,847,864,850,914,786,918
1478,1351,1555,1350,1556,1406,1479,1407
932,227,995,227,995,284,932,284
