446,179,613,186,612,220,445,213
454,134,629,138,628,176,453,172
214,327,332,331,332,347,213,343
231,79,335,81,335,98,230,96
353,143,467,140,468,171,354,175
445,212,547,218,546,236,444,230
195,95,286,97,286,114,194,111
329,101,419,103,419,120,329,117
314,116,400,120,399,138,313,134
370,84,439,87,439,102,369,98
180,345,271,348,271,365,179,362
108,139,183,143,182,159,107,155
151,305,234,309,233,325,151,321
287,277,352,281,351,296,286,292
574,388,638,392,637,406,573,403
194,202,255,204,254,220,194,218
104,156,161,159,161,175,103,172
164,285,225,289,225,305,163,301
194,179,253,181,252,196,194,195
262,206,311,208,310,222,261,220
489,360,545,362,545,379,488,376
244,257,312,261,312,276,243,273
403,381,461,383,460,400,403,398
227,288,284,292,283,308,226,304
135,194,186,198,185,212,134,209
491,339,551,342,550,358,491,355
103,320,155,323,154,338,102,336
583,273,634,276,634,291,582,288
164,236,215,237,214,253,164,252
137,368,181,370,180,387,136,384
207,163,278,164,278,179,207,178
102,173,151,176,150,193,101,190
104,303,145,306,144,321,103,318
102,342,149,345,149,361,101,358
223,239,260,241,259,255,223,253
104,283,143,286,142,301,103,298
227,274,283,279,282,293,226,289
614,115,670,120,669,134,613,130
535,324,626,328,626,345,534,341
456,106,512,109,512,125,456,121
104,234,143,236,142,251,103,249
518,302,572,305,572,322,517,319
240,310,287,311,287,326,239,325
525,111,563,114,561,127,524,124
494,322,534,325,533,340,493,337
556,93,629,100,628,115,555,108
106,267,147,271,146,286,105,282
485,385,520,387,519,402,484,400
312,377,346,379,345,395,311,393
471,301,510,302,509,320,471,318
346,379,397,381,396,397,345,395
699,516,752,517,751,539,698,539
441,249,484,251,484,268,440,265
486,253,522,254,522,268,486,267
223,146,273,147,273,161,223,160
518,386,554,389,553,403,517,401
157,252,196,255,194,272,155,269
147,270,193,274,192,289,146,285
457,337,487,339,486,354,456,352
159,159,203,163,202,177,158,173
186,370,214,371,214,385,186,385
102,365,130,367,128,383,101,381
103,191,131,194,130,208,102,206
418,300,457,301,456,316,417,315
274,147,313,148,313,163,274,162
286,293,323,294,323,309,286,307
448,358,484,360,483,376,447,374
420,266,464,268,464,284,420,282
105,252,140,254,139,269,105,267
321,209,381,211,380,226,320,224
188,272,225,274,224,289,187,287
472,91,518,94,517,109,471,106
192,144,219,145,219,159,192,158
604,518,635,517,635,540,604,540
414,359,447,360,447,375,414,374
640,330,666,332,666,345,639,343
545,272,573,274,572,289,544,287
524,272,552,274,551,287,523,285
190,254,236,258,235,272,189,269
496,271,528,273,528,286,496,284
257,375,285,377,284,391,256,389
429,106,451,107,451,120,429,120
651,519,672,519,672,538,651,539
391,211,419,213,418,228,390,226
147,176,174,177,174,193,146,192
465,268,493,270,492,284,464,282
343,83,368,83,367,98,343,97
156,322,189,324,188,338,155,336
582,114,613,116,612,130,581,127
528,93,556,95,555,110,526,107
287,99,312,100,311,115,286,114
134,252,158,253,157,268,134,268
517,253,541,253,541,268,517,268
557,113,591,116,590,129,556,126
552,388,585,391,584,404,551,401
