593,193,761,187,762,213,594,219
296,303,442,296,443,314,297,321
428,325,526,322,526,338,429,341
698,431,781,424,782,439,699,446
397,203,487,200,488,227,399,231
425,378,495,374,496,391,426,395
616,362,722,355,723,373,617,380
296,285,425,280,426,296,296,302
814,167,864,166,864,180,815,182
573,251,618,248,619,265,574,268
315,369,411,363,412,381,316,386
260,572,312,567,313,584,262,589
364,546,449,535,451,551,366,561
482,408,532,404,533,421,483,424
891,679,979,678,980,702,891,703
297,267,389,264,390,280,298,283
686,391,739,387,740,403,688,407
615,346,712,341,713,357,616,362
208,457,305,450,307,468,209,475
215,527,289,521,290,537,217,543
202,308,242,305,244,325,204,328
786,422,852,418,853,434,787,438
210,475,284,469,285,487,212,492
748,518,817,513,818,530,749,535
482,481,568,476,569,493,483,498
450,341,547,337,548,353,450,358
482,498,563,492,564,508,484,515
469,357,554,354,555,371,469,375
217,578,257,573,259,589,219,594
510,198,573,196,574,222,511,225
551,335,611,331,612,346,552,350
284,504,337,498,339,513,286,520
577,236,621,235,621,251,578,253
214,511,278,505,280,520,215,526
323,466,406,457,407,473,325,482
484,532,550,523,552,539,486,547
518,464,582,459,583,474,519,478
259,555,315,552,316,568,260,572
770,441,826,435,828,448,772,455
212,493,263,488,264,504,214,508
502,374,567,367,569,384,504,390
314,333,371,332,371,349,315,350
314,351,372,348,373,364,315,368
668,262,720,260,721,278,669,280
565,268,643,265,644,282,565,285
567,287,628,282,629,299,569,304
355,480,431,472,433,488,357,496
193,274,239,272,239,290,193,291
429,414,474,409,475,424,431,430
793,678,863,677,864,703,794,704
483,516,567,507,568,524,485,533
216,561,258,557,260,572,217,576
723,260,764,258,765,274,724,276
365,529,431,521,433,537,367,544
423,360,479,359,479,375,424,376
361,563,409,556,411,570,363,577
670,245,707,243,708,259,671,261
553,351,613,346,614,363,554,368
669,278,721,276,722,295,670,297
569,368,614,363,616,379,571,384
218,544,265,540,266,555,219,559
193,292,230,289,231,309,195,311
735,678,773,677,774,701,736,702
432,457,469,453,471,467,434,471
617,518,653,514,654,528,618,532
425,344,472,343,472,358,425,359
365,510,428,506,429,523,366,527
386,460,433,457,434,472,387,475
227,288,270,287,270,307,227,308
483,467,514,465,515,479,484,482
367,347,402,345,402,362,368,364
244,271,281,270,282,287,244,289
546,475,594,471,596,486,548,491
