605,185,779,179,780,205,606,210
413,196,503,193,504,218,414,222
313,295,459,288,459,305,313,312
443,315,542,312,543,329,444,332
714,421,796,416,797,432,715,438
440,369,510,363,512,380,442,386
587,243,646,239,647,256,588,260
379,534,466,524,467,539,381,549
586,227,639,225,640,241,587,244
332,360,426,353,427,371,334,377
803,413,870,410,871,426,803,429
277,542,329,538,331,555,279,559
891,679,979,678,979,702,891,703
312,258,409,255,410,271,312,274
633,354,736,346,737,363,634,371
700,382,755,378,757,395,701,398
314,270,479,271,479,290,314,289
633,336,738,332,739,348,633,352
509,472,571,465,573,481,511,488
341,453,432,447,433,463,342,469
277,560,327,554,329,569,278,575
499,489,579,481,581,497,501,505
229,447,322,440,323,455,230,462
496,399,547,395,548,411,497,415
470,331,561,328,561,344,470,347
213,299,261,296,262,316,215,319
228,465,298,458,300,474,229,481
236,514,300,510,301,525,237,530
237,565,277,560,278,574,239,579
302,493,351,488,352,502,303,507
565,326,627,322,628,338,566,342
500,522,570,512,572,527,502,537
793,678,863,677,864,703,794,704
835,157,886,156,886,171,835,172
230,481,285,476,287,492,231,496
230,497,297,493,298,509,231,513
515,364,584,358,585,374,516,381
584,278,644,275,645,291,585,294
528,190,581,188,582,214,528,216
587,258,659,257,659,274,588,276
210,266,260,263,261,279,211,282
331,342,388,338,390,354,332,358
445,404,488,400,490,415,447,419
331,324,383,322,384,339,332,341
761,508,833,503,834,520,763,525
500,505,582,495,584,511,502,521
686,254,736,251,737,271,687,273
485,347,569,344,570,361,485,364
535,453,591,448,592,464,537,469
687,237,728,235,729,250,688,252
739,251,782,250,783,267,740,268
369,468,447,460,448,477,371,484
234,547,278,544,279,559,236,562
785,433,842,426,844,439,786,446
684,269,736,265,738,284,686,288
441,350,490,348,490,365,441,368
575,342,628,337,629,353,576,359
377,516,448,509,449,526,379,532
735,678,773,677,774,701,736,703
378,551,430,544,432,558,380,564
235,531,280,528,281,543,236,546
211,283,246,280,248,300,213,302
376,499,444,494,445,511,378,516
249,279,283,279,283,297,249,298
440,335,476,334,476,349,441,351
565,463,610,460,611,477,566,481
497,456,526,454,528,469,498,472
449,446,485,443,487,457,450,460
260,262,296,261,296,277,260,277
381,338,418,335,419,353,383,356
589,358,629,355,630,371,591,374
632,507,670,504,671,519,633,523
689,223,714,222,715,237,689,238
573,495,606,492,608,510,574,513
559,483,598,479,600,496,561,499
