157,866,446,863,446,905,158,908
1321,180,1676,184,1675,256,1320,253
1717,1032,1868,1024,1872,1100,1721,1108
166,1074,384,1071,385,1112,167,1116
474,435,834,443,833,487,473,479
592,1116,779,1113,780,1154,593,1156
586,1164,850,1159,851,1205,587,1210
505,385,846,390,846,434,505,430
1491,784,1648,782,1648,827,1491,830
725,167,979,169,979,239,724,238
950,1008,1201,1006,1202,1045,950,1047
167,1126,300,1124,301,1163,168,1166
1582,899,1845,896,1846,942,1583,945
1847,894,2045,896,2044,936,1847,934
587,962,810,961,810,1004,588,1006
1206,303,1351,302,1352,343,1206,344
798,791,952,792,951,833,798,832
949,1059,1175,1055,1175,1094,950,1098
951,1107,1207,1103,1208,1143,951,1147
1737,1182,1945,1177,1946,1223,1738,1228
1347,1143,1456,1140,1457,1186,1348,1188
160,1175,446,1172,447,1215,160,1218
592,1064,779,1061,780,1103,592,1106
162,1023,360,1021,361,1060,163,1063
163,918,350,918,350,959,163,959
1204,397,1413,400,1412,439,1203,437
1701,945,1851,943,1851,982,1702,984
970,538,1317,541,1317,580,970,577
1350,1001,1455,998,1456,1037,1351,1040
165,970,317,971,316,1012,165,1011
821,640,1187,638,1188,679,822,681
428,334,695,333,696,376,428,378
165,329,330,332,330,375,165,372
1492,402,1711,400,1712,441,1492,443
1493,348,1676,353,1675,396,1492,391
1203,1002,1302,1002,1302,1044,1203,1044
950,1155,1145,1153,1145,1195,950,1196
483,587,638,588,637,628,483,626
477,638,764,640,763,681,477,680
1864,941,1977,939,1977,978,1864,980
1029,689,1276,687,1276,730,1030,731
679,912,838,910,838,951,679,952
483,914,673,912,674,956,483,958
290,1223,435,1223,435,1265,290,1266
1329,539,1515,541,1515,583,1329,582
1591,1348,1731,1347,1731,1407,1592,1408
157,383,335,384,335,428,157,428
794,691,1027,691,1027,731,794,732
1199,638,1337,637,1337,680,1199,681
590,1218,692,1218,692,1258,590,1257
166,1227,274,1225,275,1269,167,1271
375,1017,520,1016,521,1061,375,1062
482,536,634,537,634,578,482,577
1496,451,1636,450,1637,491,1496,492
796,538,956,539,955,580,796,579
1203,448,1369,447,1369,488,1203,489
1049,173,1172,175,1171,245,1047,243
1136,954,1233,954,1232,995,1136,995
1205,345,1313,346,1312,389,1205,388
951,958,1040,959,1039,999,951,997
1260,688,1362,688,1361,732,1260,731
151,436,294,437,294,481,151,480
796,591,870,588,871,627,797,629
1322,349,1396,350,1395,389,1322,388
1792,1089,1889,1087,1890,1157,1793,1158
1053,956,1123,955,1123,995,1053,996
1782,1352,1896,1348,1898,1400,1783,1404
1478,1350,1556,1349,1557,1407,1479,1408
637,588,718,589,718,627,637,627
286,329,390,335,387,378,284,372
1174,1058,1221,1055,1222,1088,1175,1090
