322,63,498,68,498,93,322,88
112,121,244,126,243,147,111,141
150,54,236,57,236,82,150,80
350,216,438,221,437,238,349,232
376,198,481,204,480,220,375,214
382,406,433,407,432,421,382,420
148,362,236,365,236,381,147,378
420,100,509,102,508,117,419,115
188,210,264,214,263,231,188,227
110,86,189,89,188,106,110,104
495,203,571,206,570,221,495,219
413,182,490,185,489,201,413,198
146,380,228,382,227,398,146,396
348,96,442,100,441,115,347,110
27,119,94,123,93,140,26,136
348,115,405,118,404,132,348,129
442,402,535,401,535,420,442,421
270,403,315,404,315,418,270,417
263,366,335,368,335,384,262,382
202,192,248,194,247,211,201,209
148,290,204,292,204,307,148,305
344,133,401,135,401,151,344,149
280,349,333,350,333,366,280,365
196,310,283,312,282,330,195,328
31,340,70,342,69,356,31,355
26,286,78,288,78,302,26,301
318,257,369,258,369,275,318,273
277,256,328,258,328,273,276,272
26,321,77,324,76,339,25,336
146,325,197,327,196,344,145,342
144,344,200,346,199,362,144,360
30,101,78,103,77,120,29,118
266,384,342,386,342,402,266,400
27,83,75,85,75,100,26,99
549,421,598,422,598,435,549,434
332,237,394,241,393,258,331,255
453,219,520,223,519,240,452,237
383,371,412,370,412,385,383,385
276,237,321,239,321,255,275,252
25,375,73,378,72,393,25,390
441,242,493,245,492,260,440,257
286,195,339,198,338,215,286,212
543,385,607,388,607,401,542,398
69,378,117,379,117,394,69,393
544,403,600,402,601,420,544,421
536,224,585,225,584,240,535,238
187,174,237,177,236,193,187,190
25,303,71,305,70,320,24,318
344,179,411,182,410,199,343,197
210,293,276,294,276,310,210,309
26,359,64,360,63,375,25,373
343,153,385,155,384,169,342,167
497,244,540,246,540,261,497,259
145,307,190,309,189,326,145,323
269,150,305,150,305,165,269,165
270,131,304,132,304,146,270,145
282,178,340,180,339,195,282,194
316,333,349,333,349,347,316,347
543,246,583,247,583,262,543,261
249,59,289,59,289,84,248,84
384,353,433,352,433,367,384,368
313,296,366,297,365,312,312,311
26,393,58,395,57,410,25,408
298,314,335,314,335,329,298,329
258,329,301,330,300,346,258,345
61,394,104,395,104,411,60,410
401,241,439,243,438,258,400,255
410,136,463,138,463,152,410,151
277,112,310,112,310,128,277,127
146,400,176,401,176,413,145,412
469,139,510,141,509,154,469,153
516,140,547,141,546,156,515,155
280,295,311,295,310,310,279,310
390,155,416,157,415,170,389,168
500,66,538,66,538,82,499,81
86,325,130,326,130,340,85,338
75,85,104,86,104,101,74,100
295,94,324,95,323,110,294,109
276,215,305,216,304,232,276,230
342,351,370,352,370,366,342,366
382,389,404,388,404,402,382,402
271,93,299,93,299,109,271,110
385,336,407,336,407,349,385,350
304,151,330,152,330,166,304,165
304,216,342,218,341,233,303,230
326,368,354,368,354,384,326,384
